Adjective,Subject,mu,sigma
spicy,187,-0.4878769454375,0.2975933438
spicy,211,-0.4883437429375,0.25862376219375
spicy,214,-0.026839183032685624,0.569759516125
spicy,228,-0.03153394958841563,0.40840238825
spicy,233,0.05871650416633125,0.52619740025
spicy,245,0.0899667436343125,0.4532605955625
spicy,246,-0.0489076349051625,0.4061518182125
spicy,261,-0.487956334,0.25893247098125
spicy,272,-0.03387343254855187,0.40368225179375
spicy,279,-0.03373412378906875,0.404175954625
spicy,289,0.966625522875,1.0501624161875
spicy,294,-0.003106088848695625,0.4211563848125
spicy,295,-0.1663640119098125,0.367839497375
spicy,297,-0.03100941863625,0.40547091918125
spicy,301,0.3464737125625,0.434036052625
spicy,304,0.133577087483,0.46244884525
spicy,335,-0.03299535561915625,0.40492670751875
spicy,341,-0.309110375464375,0.33555138138125
spicy,356,-0.1209165397052,0.396828508325
profitable,24,-0.310987016375,0.3243366426875
profitable,36,-0.383620662875,0.53877018756875
profitable,62,-0.4967508623125,0.96053067575
profitable,66,-0.701913182375,0.6838917635625
profitable,71,-0.2664491633125,0.34309268874375
profitable,78,-0.35421089975,0.304818994
profitable,102,-0.522111862375,0.1621324816725
profitable,138,-0.5566418625625,0.15000799754375
profitable,157,-0.3316171800625,0.3137780563875
profitable,166,-0.2583279505,0.34657615029375
profitable,184,-0.443601573625,0.2479888691
profitable,195,-0.3195637081875,0.31956239985
profitable,197,-0.606188731,0.21766384063125
profitable,220,-0.5991444433125,0.54579221
profitable,236,-0.366259044125,0.29689562090625
profitable,239,-0.472448384125,1.3879397679375
profitable,256,-0.3850095976875,0.28537893029375
profitable,281,-0.2273280879875,0.3354189807
profitable,285,-0.4763357550625,0.252373417425
profitable,290,-0.34683657939375,0.995586626375
profitable,291,-0.3253631159375,0.31812632730625
profitable,293,-0.461516064,0.43553441701875
profitable,296,-0.5953373603125,0.2642492728625
profitable,319,-0.5233306913125,0.1618884648375
profitable,324,-0.43092575775,0.4927553146375
profitable,331,-0.415338210375,0.26753111286875
profitable,338,-0.1687586172068,0.37695513688125
profitable,358,-0.6512116208125,0.5502874230625
profitable,367,-0.373738403125,0.54078653215625
profitable,372,-0.3739214564375,0.6572068430625
profitable,380,-0.3890491543125,0.27660484618125
profitable,381,-0.448112799375,0.6272277519375
safe,13,0.3990174081525,0.707460281
safe,35,0.556152185625,0.38775022328125
safe,42,0.35610243103875,0.36795797285625
safe,47,0.541636576860625,0.765454433875
safe,52,0.10383684806347625,0.44268433645
safe,54,0.4971188971375,0.917231880125
safe,57,0.10413465505475625,0.44041889821875
safe,67,0.44118929628875,1.13461956925
safe,87,0.3971231791669375,0.9707031389375
safe,103,0.3908653764625,0.623083840875
safe,120,0.31437575459375,0.3566603490125
safe,127,0.19069645927515,0.6173256160875
safe,134,0.2549981810320813,0.6237136073125
safe,146,0.36999173073125,1.0269650625625
safe,182,0.8576237663125,0.20588807551875
safe,189,0.7315546235625,0.387370133375
safe,222,0.0655277051752375,1.8455942818125
safe,231,0.2522101729261875,0.6066680356
safe,238,0.56570142739375,0.8386304368125
safe,248,0.12562821223300624,0.393862814225
safe,249,0.6135217759375,0.83977772375
safe,266,0.4116461564705,1.1706383431875
safe,283,0.09658206414364374,0.65638789186875
safe,348,0.1565969675032875,0.76248091225
safe,363,0.3860289356875,0.30734347848125
safe,378,0.16760813273021874,0.534155504275
complete,31,-0.6995353266875,1.2723185236875
complete,32,-0.618683903225,1.0161485146
complete,58,0.6298429460625,0.07501444659375
complete,75,-0.578103017028125,0.90739849798125
complete,81,-0.6754819674375,1.1875932510625
complete,106,0.7785962281875,0.041950794444375
complete,109,-0.849271965375,1.967986103375
complete,116,-0.39360296513010623,0.6630369380125
complete,117,-0.65321146945875,1.0956858835625
complete,140,-0.5139183416865,0.7964548796375
complete,150,-0.608702029210625,0.96098660253125
complete,160,-0.19575254807965,0.5082110298875
complete,161,-0.377061684245125,0.67797649225625
complete,169,0.52985944075,0.0995753952875
complete,186,0.416426992,0.13460611675
complete,194,-0.612040726813125,1.0197081449375
complete,201,-0.024037434698157063,0.381663510425
complete,208,0.4764414176875,0.1141488352875
complete,219,0.7450714186875,0.05514682419375
complete,225,-0.65252023231875,1.139987789375
complete,230,-0.4945162419,0.84163892878125
complete,260,-0.2832576831796875,0.6584291051625
complete,305,-0.0136377658456775,0.3167229475625
complete,330,-0.4519679931314375,0.82885264646875
complete,345,-0.569947339735,1.0354524145
complete,351,-0.57379489553875,0.94160076543125
complete,373,-0.4524277480384375,0.773432525275
complete,375,-0.59451260205625,1.3163211923125
complete,379,-0.16444990530729375,0.5503459379125
full,10,0.539390162073125,0.055585698624125
full,18,0.4800306911575,0.0648254149975
full,23,0.4868711275875,0.067257795933125
full,43,0.4849503028375,0.066250835895
full,44,0.484348528663925,0.066227936271875
full,72,0.61685358525,0.06442632675125
full,75,0.5311608206648125,0.0688683822719375
full,84,0.5357780392125,0.053977511216875
full,89,0.536778825025625,0.054616495200625
full,105,0.54228048605,0.05613232267125
full,108,0.65812386775,0.027438045713
full,118,0.56896460975,0.056317307956875
full,144,0.5444769775375,0.05706571622
full,154,0.53079656033125,0.051851743741875
full,159,0.542506573645,0.056426620295625
full,161,0.53752461016875,0.054386464205
full,179,0.7164618910625,0.0210240207165625
full,190,0.5968597234375,0.0458712795208125
full,205,0.529932763938125,0.051354473400625
full,217,0.45982099659375,0.05685972233125
full,241,0.55125781890625,0.058680962136875
full,267,0.523263986088125,0.06977087877125
full,288,0.5395426630125,0.057490434880625003
full,292,0.46183882503125,0.0577631811465
full,300,0.656320809125,0.027973334511625
full,310,0.725234433625,0.0173005282948125
full,333,0.7055460675625,0.025400226255625
full,343,0.5388002161375,0.05619932478625
full,350,0.58173292713125,0.0612952336175625
full,352,0.67598755725,0.040918419519375
full,354,0.539082714901875,0.055922315127375
